paintingId,artistId,galleryId,imageFileName,title,shapeId,museumLink,accessionNumber,copyrightText,description,excerpt,yearOfWork,width,height,medium,cost,MSRP,googleLink,googleDescription,wikiLink,jsonAnnotations
25,1,11,1100,The Glass,5,http://www.artic.edu/aic/collections/artwork/66159,,Estate of Pablo Picasso / Artists Rights Society,,,1911,32,17,Oil on canvas,753,975,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":178,""green"":150,""blue"":94},""web"":""#B2965E"",""name"":""Barley Corn""},{""color"":{""red"":133,""green"":119,""blue"":86},""web"":""#857756"",""name"":""Clay Creek""},{""color"":{""red"":145,""green"":118,""blue"":69},""web"":""#917645"",""name"":""Shadow""},{""color"":{""red"":98,""green"":87,""blue"":58},""web"":""#62573A"",""name"":""West Coast""},{""color"":{""red"":166,""green"":154,""blue"":117},""web"":""#A69A75"",""name"":""Tallow""},{""color"":{""red"":159,""green"":111,""blue"":59},""web"":""#9F6F3B"",""name"":""Buttered Rum""}]}"
26,1,20,1140,Les Demoiselles d'Avignon,3,http://www.moma.org/collection/works/79766?locale=en,333.1939,Estate of Pablo Picasso / Artists Rights Society,"Les Demoiselles d'Avignon (The Young Ladies of Avignon, and originally titled The Brothel of Avignon) is a large oil painting of 1907 by the Spanish artist Pablo Picasso (1881-1973). The work portrays five nude female prostitutes from a brothel in Barcelona. Each figure is depicted in a disconcerting confrontational manner and none are conventionally feminine. The women appear as slightly menacing and rendered with angular and disjointed body shapes. Two are shown with African mask-like faces and three more with faces in the Iberian style of Picasso's native Spain, giving them a savage aura. In this adaptation of Primitivism and abandonment of perspective in favor of a flat, two-dimensional picture plane, Picasso makes a radical departure from traditional European painting. The work is widely considered to be seminal in the early development of both cubism and modern art. Demoiselles was revolutionary and controversial, and led to wide anger and disagreement, even amongst his closest associates and friends.","Les Demoiselles d'Avignon (The Young Ladies of Avignon, and originally titled The Brothel of Avignon) is a large oil painting of 1907 by the Spanish artist Pablo Picasso (1881-1973). The work portrays five nude female prostitutes from a brothel in Barcelona. Each figure is depicted in a disconcerting confrontational manner and none are conventionally feminine. ",1907,244,234,Oil on canvas,1170,1400,,,http://en.wikipedia.org/wiki/Les_Demoiselles_d%27Avignon,"{""safeSearchAnnotation"":{""violence"":1,""racy"":5},""dominantColors"":[{""color"":{""red"":202,""green"":193,""blue"":186},""web"":""#CAC1BA"",""name"":""Pale Slate""},{""color"":{""red"":113,""green"":72,""blue"":63},""web"":""#71483F"",""name"":""Bole""},{""color"":{""red"":163,""green"":158,""blue"":152},""web"":""#A39E98"",""name"":""Mountain Mist""},{""color"":{""red"":204,""green"":147,""blue"":138},""web"":""#cc938a"",""name"":""Oriental Pink""},{""color"":{""red"":190,""green"":120,""blue"":107},""web"":""#be786b"",""name"":""Contessa""},{""color"":{""red"":103,""green"":123,""blue"":133},""web"":""#677b85"",""name"":""Lynch""}]}"
29,1,13,1260,Three Musicians,3,http://www.philamuseum.org/collections/permanent/53963,1952-61-96,Estate of Pablo Picasso / Artists Rights Society,"Three Musicians is the title of two similar collage and oil paintings by Spanish artist Pablo Picasso. They were both completed in 1921 in Fontainebleau near Paris, France, and exemplify the Synthetic Cubist style. Each painting features a Harlequin, a Pierrot, and a monk, who are generally believed to represent Picasso, Guillaume Apollinaire, and Max Jacob, respectively.","Three Musicians is the title of two similar collage and oil paintings by Spanish artist Pablo Picasso. They were both completed in 1921 in Fontainebleau near Paris, France, and exemplify the Synthetic Cubist style. Each painting features a Harlequin, a Pierrot, and a monk, who are generally believed to represent Picasso, Guillaume Apollinaire, and Max Jacob, respectively.",1921,203,188,Oil on canvas,430,500,,,http://en.wikipedia.org/wiki/Three_Musicians,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":218,""green"":27,""blue"":23},""web"":""#DA1B17"",""name"":""Harley Davidson Orange""},{""color"":{""red"":246,""green"":171,""blue"":44},""web"":""#F6AB2C"",""name"":""Lightning Yellow""},{""color"":{""red"":241,""green"":246,""blue"":172},""web"":""#F1F6AC"",""name"":""Australian Mint""},{""color"":{""red"":11,""green"":60,""blue"":106},""web"":""#0B3C6A"",""name"":""Prussian Blue""},{""color"":{""red"":242,""green"":235,""blue"":37},""web"":""#F2EB25"",""name"":""Golden Fizz""},{""color"":{""red"":75,""green"":36,""blue"":25},""web"":""#4b2419"",""name"":""Brown Pod""}]}"
30,1,7,1270,Lovers,1,http://www.nga.gov/content/ngaweb/Collection/art-object-page.46667.html,1963.10.192,Estate of Pablo Picasso/Artists Rights Society,,,1923,130,97,Oil on linen,480,600,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":3},""dominantColors"":[{""color"":{""red"":165,""green"":94,""blue"":125},""web"":""#A55E7D"",""name"":""Strikemaster""},{""color"":{""red"":109,""green"":155,""blue"":200},""web"":""#6D9BC8"",""name"":""Picton Blue""},{""color"":{""red"":192,""green"":153,""blue"":54},""web"":""#C09936"",""name"":""Hokey Pokey""},{""color"":{""red"":219,""green"":239,""blue"":239},""web"":""#DBEFEF"",""name"":""Oyster Bay""},{""color"":{""red"":63,""green"":93,""blue"":58},""web"":""#3F5D3A"",""name"":""Green House""},{""color"":{""red"":197,""green"":86,""blue"":57},""web"":""#c55639"",""name"":""Trinidad""}]}"
31,1,20,1280,Girl Before a Mirror,1,http://www.moma.org/collection/works/78311?locale=en,2.1938,Estate of Pablo Picasso / Artists Rights Society,"Girl Before a Mirror shows Picasso's young mistress Marie-Therese Walter, one of his favorite subjects in the early 1930s. Her white-haloed profile, rendered in a smooth lavender pink, appears serene. But it merges with a more roughly painted, frontal view of her face-a crescent, like the moon, yet intensely yellow, like the sun, and ""made up"" with a gilding of rouge, lipstick, and green eye-shadow. Perhaps the painting suggests both Walter's day-self and her night-self, both her tranquility and her vitality, but also the transition from an innocent girl to a worldly woman aware of her own sexuality.","Girl Before a Mirror shows Picasso's young mistress Marie-Therese Walter, one of his favorite subjects in the early 1930s. Her white-haloed profile, rendered in a smooth lavender pink, appears serene. ",1932,162,130,Oil on canvas,800,900,,,http://www.moma.org/collection/object.php?object_id=78311,"{""safeSearchAnnotation"":{""violence"":1,""racy"":3},""dominantColors"":[{""color"":{""red"":104,""green"":116,""blue"":135},""web"":""#687487"",""name"":""Raven""},{""color"":{""red"":193,""green"":187,""blue"":193},""web"":""#C1BBC1"",""name"":""Lola""},{""color"":{""red"":117,""green"":77,""blue"":61},""web"":""#754D3D"",""name"":""Old Copper""},{""color"":{""red"":95,""green"":126,""blue"":98},""web"":""#5F7E62"",""name"":""Hippie Green""},{""color"":{""red"":170,""green"":78,""blue"":56},""web"":""#AA4E38"",""name"":""Orange Roughy""},{""color"":{""red"":197,""green"":184,""blue"":102},""web"":""#c5b866"",""name"":""Dark Khaki""}]}"
35,6,16,6030,La Grande Odalisque,2,http://www.louvre.fr/en/oeuvre-notices/une-odalisque,R.F. 1158,&copy; Musee du Louvre,"Grande Odalisque, also known as Une Odalisque or La Grande Odalisque, is an oil painting of 1814 by Jean Auguste Dominique Ingres depicting an odalisque, or concubine. Ingres' contemporaries considered the work to signify Ingres' break from Neoclassicism, indicating a shift toward exotic Romanticism. It attracted wide criticism when it was first shown. It has been especially noted for the elongated proportions and lack of anatomical realism. The work is housed in the Louvre, Paris.","Grande Odalisque, also known as Une Odalisque or La Grande Odalisque, is an oil painting of 1814 by Jean Auguste Dominique Ingres depicting an odalisque, or concubine. Ingres' contemporaries considered the work to signify Ingres' break from Neoclassicism, indicating a shift toward exotic Romanticism.",1814,89,163,Oil on canvas,125,175,,,http://en.wikipedia.org/wiki/La_Grande_Odalisque,"{""safeSearchAnnotation"":{""violence"":1,""racy"":5},""dominantColors"":[{""color"":{""red"":16,""green"":18,""blue"":23},""web"":""#101217"",""name"":""Black Russian""},{""color"":{""red"":33,""green"":53,""blue"":69},""web"":""#213545"",""name"":""Blue Whale""},{""color"":{""red"":208,""green"":191,""blue"":156},""web"":""#D0BF9C"",""name"":""Double Spanish White""},{""color"":{""red"":94,""green"":81,""blue"":58},""web"":""#5E513A"",""name"":""Metallic Bronze""},{""color"":{""red"":44,""green"":97,""blue"":112},""web"":""#2C6170"",""name"":""Blumine""},{""color"":{""red"":195,""green"":144,""blue"":53},""web"":""#C39035"",""name"":""Hokey Pokey""}]}"
36,7,16,7020,Liberty Leading the People,3,http://www.louvre.fr/en/oeuvre-notices/july-28-liberty-leading-people,R.F. 129,&copy; Musee du Louvre,"Liberty Leading the People (French: La Liberte guidant le peuple) is a painting by Eugene Delacroix commemorating the July Revolution of 1830, which toppled Charles X of France. A woman personifying Liberty leads the people forward over the bodies of the fallen, holding the tricolor flag of the French Revolution in one hand and brandishing a bayonetted musket with the other. The painting is perhaps Delacroix's best-known work.","Liberty Leading the People is a painting by Eugene Delacroix commemorating the July Revolution of 1830, which toppled Charles X of France. A woman personifying Liberty leads the people forward over the bodies of the fallen, holding the tricolor flag of the French Revolution in one hand and brandishing a bayonetted musket with the other. The painting is perhaps Delacroix's best-known work.",1830,260,325,Oil on canvas,625,860,,,http://en.wikipedia.org/wiki/Liberty_Leading_the_People,"{""safeSearchAnnotation"":{""violence"":4,""racy"":4},""dominantColors"":[{""color"":{""red"":62,""green"":49,""blue"":28},""web"":""#3E311C"",""name"":""Mikado""},{""color"":{""red"":24,""green"":22,""blue"":16},""web"":""#181610"",""name"":""Maire""},{""color"":{""red"":133,""green"":118,""blue"":95},""web"":""#85765F"",""name"":""Stonewall""},{""color"":{""red"":95,""green"":81,""blue"":57},""web"":""#5F5139"",""name"":""Metallic Bronze""},{""color"":{""red"":70,""green"":84,""blue"":92},""web"":""#46545c"",""name"":""San Juan""},{""color"":{""red"":145,""green"":63,""blue"":50},""web"":""#913f32"",""name"":""Thunderbird""}]}"
37,10,19,10020,Burial at Ornans,4,http://www.musee-orsay.fr/en/collections/works-in-focus/search/commentaire/commentaire_id/un-enterrement-a-ornans-130.html,RF 325,&copy; Home,"The Burial, one of Courbet's most important works, records the funeral of his grandfather which he attended in September 1848. People who attended the funeral were the models for the painting. Previously, models had been used as actors in historical narratives, but in <em>Burial</em> Courbet said he ""painted the very people who had been present at the interment, all the townspeople"". The result is a realistic presentation of them, and of life in Ornans.","The Burial, one of Courbet's most important works, records the funeral of his grandfather which he attended in September 1848. People who attended the funeral were the models for the painting. ",1849,314,663,Oil on canvas,1145,1190,https://www.google.com/culturalinstitute/beta/asset/a-burial-at-ornans/jwESwQ4qvb87oQ,"At the end of summer 1849, Courbet started work on his first monumental painting. He wanted to make it his ""statement of principle"" and made this clear by calling the work Painting of Human Figures, the History of a Burial at Ornans. He took his inspiration from group portraits of Dutch civic guards in the 17th century while the sumptuous blacks recall Spanish art. The nuances of colour in the dark greens and dull greys produces an austere tone, the thick, robust technique gives the people and the natural elements density and weight. The rigorous frieze-like composition and the gaping grave strewn with bones invite us to think about the human condition.",http://en.wikipedia.org/wiki/A_Burial_at_Ornans,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":24,""green"":20,""blue"":25},""web"":""#181419"",""name"":""Blackcurrant""},{""color"":{""red"":128,""green"":118,""blue"":87},""web"":""#807657"",""name"":""Pablo""},{""color"":{""red"":166,""green"":155,""blue"":119},""web"":""#A69B77"",""name"":""Tallow""},{""color"":{""red"":93,""green"":85,""blue"":60},""web"":""#5D553C"",""name"":""Panda""},{""color"":{""red"":204,""green"":193,""blue"":156},""web"":""#CCC19C"",""name"":""Double Spanish White""},{""color"":{""red"":103,""green"":53,""blue"":31},""web"":""#67351f"",""name"":""New Amber""}]}"
39,12,36,12060,Bar at the Folies Bergere,2,http://courtauld.ac.uk/gallery/collection/impressionism-post-impressionism/edouard-manet-a-bar-at-the-folies-bergere,,&copy; The Courtauld Gallery,"A Bar at the Folies-Bergere (French: Un bar aux Folies BergËre), painted and exhibited at the Paris Salon in 1882, was the last major work by French painter Edouard Manet. It depicts a scene in the Folies Bergere nightclub in Paris.  The painting is filled with contemporaneous details specific to the Folies-Bergere. The distant pair of green feet in the upper left-hand corner belong to a trapeze artist, who is performing above the restaurant's patrons.","A Bar at the Folies-Bergere (French: Un bar aux Folies BergËre), painted and exhibited at the Paris Salon in 1882, was the last major work by French painter Edouard Manet. It depicts a scene in the Folies Bergere nightclub in Paris.  The painting is filled with contemporaneous details specific to the Folies-Bergere. The distant pair of green feet in the upper left-hand corner belong to a trapeze artist, who is performing above the restaurant's patrons.",1882,96,130,Oil on canvas,125,200,,,http://en.wikipedia.org/wiki/A_Bar_at_the_Folies-Berg%C3%A8re,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":47,""green"":51,""blue"":53},""web"":""#2F3335"",""name"":""Gunmetal""},{""color"":{""red"":156,""green"":157,""blue"":149},""web"":""#9C9D95"",""name"":""Star Dust""},{""color"":{""red"":192,""green"":149,""blue"":135},""web"":""#c09587"",""name"":""Quicksand""},{""color"":{""red"":202,""green"":105,""blue"":56},""web"":""#ca6938"",""name"":""Ecstasy""},{""color"":{""red"":34,""green"":48,""blue"":61},""web"":""#22303D"",""name"":""Midnight""},{""color"":{""red"":114,""green"":138,""blue"":105},""web"":""#728a69"",""name"":""Xanadu""}]}"
41,14,6,14040,At the Piano,1,http://www.metmuseum.org/art/collection/search/459112,1975.1.201,Open Access for Scholarly Content,"In late 1891 or early 1892 Renoir was invited by the French government to execute a painting for a new museum in Paris, the Musee du Luxembourg, which was to be devoted to the work of living artists. He chose as his subject two girls at the piano. Aware of the intense scrutiny to which his submission would be subjected, Renoir lavished extraordinary care on this project, developing and refining the composition in a series of five canvases. The Lehman painting and the nearly identical version formerly in the collection of Renoir's fellow Impressionist Gustave Caillebotte have long been regarded as the most accomplished variants of this intimate and engaging scene of bourgeois domestic life.","Aware of the intense scrutiny to which his submission would be subjected, Renoir lavished extraordinary care on this project, developing and refining the composition in a series of five canvases.",1892,116,90,Oil on canvas,790,940,https://www.google.com/culturalinstitute/beta/asset/young-girls-at-the-piano/ZAGwT97hbG0-sg,"In the early 1890s, friends and admirers of Renoir took exception to the fact that the French State had never made any official purchase from the painter, then almost fifty years old. In 1892, St+Æphane Mallarm+Æ, who knew and admired the artist, helped by Roger Marx, a young member of the Beaux Arts administration and open to new trends, took steps to bring Impressionist works into the national museums. This was how, following an informal commission from the administration, Young Girls at the Piano was acquired and placed in the Mus+Æe du Luxembourg.",,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":131,""green"":118,""blue"":89},""web"":""#837659"",""name"":""Stonewall""},{""color"":{""red"":63,""green"":51,""blue"":30},""web"":""#3F331E"",""name"":""Mikado""},{""color"":{""red"":191,""green"":194,""blue"":184},""web"":""#BFC2B8"",""name"":""Tasman""},{""color"":{""red"":98,""green"":125,""blue"":112},""web"":""#627D70"",""name"":""Cutty Sark""},{""color"":{""red"":205,""green"":167,""blue"":144},""web"":""#cda790"",""name"":""Cameo""},{""color"":{""red"":73,""green"":111,""blue"":141},""web"":""#496f8d"",""name"":""Wedgewood""}]}"
42,16,7,16070,The Boating Party,2,https://www.nga.gov/collection/art-object-page.46569.html,1963.10.94,Open Access,"This bold composition reveals the influence of the flat, patterned surfaces, simplified color, and unusual angles of Japanese prints, which enjoyed a huge vogue in Paris in the late 1800s. The dark figure of the man compresses the picture onto the flat plane of the canvas, and the horizon is pushed to the top, collapsing a sense of distance. Our higher vantage point gives us an oblique view into the boat. Its form is divided into decorative shapes by the intersection of its horizontal supports.","This bold composition reveals the influence of the flat, patterned surfaces, simplified color, and unusual angles of Japanese prints, which enjoyed a huge vogue in Paris in the late 1800s. ",1893,117,90,Oil on canvas,1225,1300,https://artsandculture.google.com/asset/5wGHW8o0QOcQ3g,,https://en.wikipedia.org/wiki/The_Boating_Party,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":151,""green"":162,""blue"":90},""web"":""#97A25A"",""name"":""Green Smoke""},{""color"":{""red"":190,""green"":145,""blue"":128},""web"":""#BE9180"",""name"":""Quicksand""},{""color"":{""red"":122,""green"":127,""blue"":117},""web"":""#7A7F75"",""name"":""Camouflage Green""},{""color"":{""red"":14,""green"":26,""blue"":41},""web"":""#0E1A29"",""name"":""Black Pearl""},{""color"":{""red"":57,""green"":96,""blue"":109},""web"":""#39606D"",""name"":""Blumine""},{""color"":{""red"":150,""green"":179,""blue"":137},""web"":""#96b389"",""name"":""Mantle""}]}"
45,17,19,17020,Women in the Garden,1,http://www.musee-orsay.fr/en/collections/works-in-focus/search/commentaire/commentaire_id/femmes-au-jardin-343.html,RF 2773,&copy; Home,"Women in the Garden (French: Femmes au jardin) is an oil painting begun in 1866 by French artist Claude Monet when he was 26. It is a large work painted en plein air; the size of the canvas necessitated Monet painting its upper half with the canvas lowered into a trench he had dug, so that he could maintain a single point of view for the entire work. The setting is the garden of a property he was renting. His companion Camille posed for the figures. Monet finished the work indoors, and used magazine illustrations to render fashionable clothing","The setting is the garden of a property he was renting. His companion Camille posed for the figures. Monet finished the work indoors, and used magazine illustrations to render fashionable clothing",1866,205,255,Oil on canvas,850,1050,,,http://en.wikipedia.org/wiki/Women_in_the_Garden,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":93,""green"":81,""blue"":61},""web"":""#5D513D"",""name"":""Judge Grey""},{""color"":{""red"":205,""green"":195,""blue"":172},""web"":""#CDC3AC"",""name"":""Parchment""},{""color"":{""red"":126,""green"":115,""blue"":94},""web"":""#7E735E"",""name"":""Stonewall""},{""color"":{""red"":184,""green"":186,""blue"":180},""web"":""#b8bab4"",""name"":""Tasman""},{""color"":{""red"":171,""green"":180,""blue"":195},""web"":""#abb4c3"",""name"":""Echo Blue""},{""color"":{""red"":122,""green"":130,""blue"":89},""web"":""#7a8259"",""name"":""Finch""}]}"
46,17,11,17030,Stacks of Wheat (End of Summer),2,http://www.artic.edu/aic/collections/artwork/64818,,Rights-Managed (RM),"The monumental stacks that Claude Monet depicted in his series Stacks of Wheat rose fifteen to twenty feet and stood just outside the artist's farmhouse at Giverny. Through 1890 and 1891, he worked on this series both in the field, painting simultaneously at several easels, and in the studio, refining pictorial harmonies. In May 1891, Monet hung fifteen of these canvases next to each other in one small room in the Galerie Durand-Ruel in Paris. An unprecedented critical and financial success, the exhibition marked a breakthrough in Monet's career, as well as in the history of French art.",The monumental stacks that Claude Monet depicted in his series Stacks of Wheat rose fifteen to twenty feet and stood just outside the artist's farmhouse at Giverny.,1891,60,100,Oil on canvas,1200,1500,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":74,""green"":89,""blue"":23},""web"":""#4A5917"",""name"":""Verdun Green""},{""color"":{""red"":47,""green"":61,""blue"":5},""web"":""#2F3D05"",""name"":""Turtle Green""},{""color"":{""red"":100,""green"":81,""blue"":22},""web"":""#645116"",""name"":""Bronze Olive""},{""color"":{""red"":104,""green"":119,""blue"":50},""web"":""#687732"",""name"":""Rain Forest""},{""color"":{""red"":116,""green"":75,""blue"":28},""web"":""#744B1C"",""name"":""Antique Brass""},{""color"":{""red"":128,""green"":111,""blue"":50},""web"":""#806F32"",""name"":""Pesto""}]}"
47,17,6,17070,The Houses of Parliament (Effect of Fog),3,http://www.metmuseum.org/art/collection/search/437128,56.135.6,Open Access for Scholarly Content,"In the fall of 1899 and the early months of 1900 and of 1901, Monet executed a series of views of the Thames River in London. From his room at the Savoy Hotel, he painted Waterloo Bridge to the east, and Charing Cross Bridge to the west; beginning in February 1900, he set up his easel on a terrace at Saint Thomas's Hospital across the river, reserving time in the late afternoon to depict the Houses of Parliament.\r\n\r\nWhile in London, Monet produced nearly a hundred canvases, reportedly moving from one to another as the light changed. He continued to work on these paintings in his studio at Giverny. In May 1904, thirty-seven were exhibited at the Galerie Durand-Ruel in Paris, including this view of the Houses of Parliament cloaked in dense fog.","In the fall of 1899 and the early months of 1900 and of 1901, Monet executed a series of views of the Thames River in London. From his room at the Savoy Hotel, he painted Waterloo Bridge to the east, and Charing Cross Bridge to the west; beginning in February 1900, he set up his easel on a terrace at Saint Thomas's Hospital across the river, reserving time in the late afternoon to depict the Houses of Parliament.",1903,81,92,Oil on canvas,750,900,https://www.google.com/culturalinstitute/beta/asset/houses-of-parliament-in-the-fog/owEEr48qDGwjqQ,"Monet continued to record fleeting effects of light and atmosphere long after many of his fellow Impressionists had abandoned the practice. Around 1890 he began to paint multiple versions of the same motif. Around the turn of the century Monet was working in London and painted a series of views of the Houses of Parliament as seen from a balcony of Saint Thomas‘«÷s hospital directly across the River Thames. As is typical of Monet‘«÷s late work, this composition, which has no suggestion of depth and features very free brushwork, verges on abstraction.",http://www.metmuseum.org/collections/search-the-collections/110001576,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":36,""green"":61,""blue"":80},""web"":""#243D50"",""name"":""Nile Blue""},{""color"":{""red"":94,""green"":106,""blue"":111},""web"":""#5e6a6f"",""name"":""Pale Sky""},{""color"":{""red"":53,""green"":79,""blue"":95},""web"":""#354f5f"",""name"":""Cello""},{""color"":{""red"":132,""green"":109,""blue"":91},""web"":""#846d5b"",""name"":""Donkey Brown""},{""color"":{""red"":154,""green"":101,""blue"":63},""web"":""#9a653f"",""name"":""Desert""},{""color"":{""red"":109,""green"":110,""blue"":102},""web"":""#6d6e66"",""name"":""Finch""}]}"
48,17,6,17060,Water Lilies,4,http://www.metmuseum.org/art/collection/search/438008,1998.325.2,Open Access for Scholarly Content,"Monet left much of his late work unfinished and released few paintings for sale, reporting that he was not yet satisfied and was still working on them ""with passion."" This canvas is one of four water-lily pictures that, quite exceptionally, he did complete, sign, and sell in 1919.","Monet left much of his late work unfinished and released few paintings for sale, reporting that he was not yet satisfied and was still working on them ""with passion."" This canvas is one of four water-lily pictures that, quite exceptionally, he did complete, sign, and sell in 1919.",1919,101,200,Oil on canvas,750,900,,,http://www.metmuseum.org/Collections/search-the-collections/110002464,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":121,""green"":117,""blue"":90},""web"":""#79755A"",""name"":""Kokoda""},{""color"":{""red"":92,""green"":97,""blue"":37},""web"":""#5C6125"",""name"":""Saratoga""},{""color"":{""red"":116,""green"":116,""blue"":111},""web"":""#74746F"",""name"":""Tapa""},{""color"":{""red"":131,""green"":93,""blue"":75},""web"":""#835d4b"",""name"":""Spicy Mix""},{""color"":{""red"":99,""green"":96,""blue"":42},""web"":""#63602A"",""name"":""Costa Del Sol""},{""color"":{""red"":112,""green"":116,""blue"":57},""web"":""#707439"",""name"":""Crete""}]}"
49,17,19,17050,"Rouen Cathedral, Full Sunlight",1,http://www.musee-orsay.fr/en/collections/index-of-works/notice.html?no_cache=1&nnumid=001285,RF 2002,&copy; Home,,,1894,107,73,Oil on canvas,1300,4125,,,https://en.wikipedia.org/wiki/Rouen_Cathedral_(Monet_series),"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":183,""green"":154,""blue"":70},""web"":""#B79A46"",""name"":""Roti""},{""color"":{""red"":139,""green"":59,""blue"":18},""web"":""#8b3b12"",""name"":""Saddle Brown""},{""color"":{""red"":178,""green"":152,""blue"":87},""web"":""#B29857"",""name"":""Barley Corn""},{""color"":{""red"":212,""green"":187,""blue"":97},""web"":""#D4BB61"",""name"":""Tacha""},{""color"":{""red"":147,""green"":119,""blue"":57},""web"":""#937739"",""name"":""Corn Harvest""},{""color"":{""red"":106,""green"":133,""blue"":138},""web"":""#6a858a"",""name"":""Gothic""}]}"
50,17,7,17040,Woman with a Parasol - Madame Monet and Her Son,1,http://www.nga.gov/content/ngaweb/Collection/art-object-page.61379.html,1983.1.29,Open Access,"Woman with a Parasol was painted outdoors, probably in a single session of several hours' duration. The artist intended the work to convey the feeling of a casual family outing rather than a formal portrait, and used pose and placement to suggest that his wife and son interrupted their stroll while he captured their likenesses. The brevity of the moment portrayed here is conveyed by a repertory of animated brushstrokes of vibrant color, hallmarks of the style Monet was instrumental in forming. Bright sunlight shines from behind Camille to whiten the top of her parasol and the flowing cloth at her back, while colored reflections from the wildflowers below touch her front with yellow.","Woman with a Parasol was painted outdoors, probably in a single session of several hours' duration.",1875,100,81,Oil on canvas,500,940,https://www.google.com/culturalinstitute/beta/asset/woman-with-a-parasol-madame-monet-and-her-son/EwHxeymQQnprMg,"With Manet's assistance, Monet found lodging in suburban Argenteuil in late 1871, a move that initiated one of the most fertile phases of his career. Impressionism evolved in the late 1860s from a desire to create full‘«Ùscale, multi‘«Ùfigure depictions of ordinary people in casual outdoor situations. At its purest, impressionism was attuned to landscape painting, a subject Monet favored. In Woman with a Parasol ‘«Ù Madame Monet and Her Son, his skill as a figure painter is equally evident. Contrary to the artificial conventions of academic portraiture, Monet delineated the features of his sitters as freely as their surroundings. The spontaneity and naturalness of the resulting image were praised when it appeared in the second impressionist exhibition in 1876.",,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":135,""green"":161,""blue"":182},""web"":""#87A1B6"",""name"":""Nepal""},{""color"":{""red"":152,""green"":162,""blue"":165},""web"":""#98A2A5"",""name"":""Botticelli""},{""color"":{""red"":188,""green"":191,""blue"":187},""web"":""#BCBFBB"",""name"":""Rainee""},{""color"":{""red"":107,""green"":125,""blue"":143},""web"":""#6B7D8F"",""name"":""Slate Grey""},{""color"":{""red"":80,""green"":87,""blue"":68},""web"":""#505744"",""name"":""Lunar Green""},{""color"":{""red"":106,""green"":109,""blue"":59},""web"":""#6a6d3b"",""name"":""Woodland""}]}"
51,18,50,18020,Vision of the Sermon,3,https://www.nationalgalleries.org/object/NG 1643,NG 1643,,"This painting depicts the scene from the Bible in which Jacob wrestles an angel. As if in a modern-day wrestling arena, French women watch the wrestling match from afar. This painting was created during Gaugin's stay in Pont-Avon, France, which is where he created his other masterpieces, The Yellow Christ and The Green Christ. This painting also incorporates elements from his Christ series, which also place Breton French women alongside a Biblical scene, placing them as observers in the story. In his typical style, flat areas of color are outlined by thick black lines, and the figures are void of any shading or depth of color.","This painting depicts the scene from the Bible in which Jacob wrestles an angel. As if in a modern-day wrestling arena, French women watch the wrestling match from afar. This painting was created during Gaugin's stay in Pont-Avon, France.",1888,74,93,Oil on canvas,230,290,,,http://en.wikipedia.org/wiki/Vision_After_the_Sermon,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":174,""green"":88,""blue"":80},""web"":""#AE5850"",""name"":""Apple Blossom""},{""color"":{""red"":199,""green"":188,""blue"":182},""web"":""#C7BCB6"",""name"":""Pale Slate""},{""color"":{""red"":114,""green"":65,""blue"":72},""web"":""#724148"",""name"":""Tosca""},{""color"":{""red"":32,""green"":22,""blue"":26},""web"":""#20161A"",""name"":""Aubergine""},{""color"":{""red"":170,""green"":161,""blue"":158},""web"":""#AAA19E"",""name"":""Martini""},{""color"":{""red"":158,""green"":106,""blue"":94},""web"":""#9E6A5E"",""name"":""u Chico""}]}"
